,mass A,,
t,x,y,
0.000,0.338,1.912
0.033,0.733,1.825
0.067,1.341,2.146
0.100,1.955,1.928
0.133,2.354,2.048
0.167,2.937,1.878
0.200,3.814,2.099
0.233,4.181,2.266
0.267,4.892,2.110
0.300,5.379,1.878
0.333,6.005,2.279
0.367,7.000,2.101
0.400,7.486,2.242
0.433,8.499,2.144
0.467,9.266,2.057
0.500,10.09,2.248
0.533,10.68,1.911
0.567,11.51,2.102
0.600,12.40,1.989
0.633,13.30,2.162
0.667,14.32,2.064
0.700,14.93,2.052
0.733,16.02,2.102
0.767,16.74,2.152
0.800,17.64,2.119
0.833,17.64,2.119
0.867,18.07,2.023
0.900,19.68,2.373
