,mass A,,
t,x,y,
0.000,0.393,1.151
0.033,0.797,1.152
0.067,1.282,1.077
0.100,1.756,1.129
0.133,2.120,1.074
0.167,2.832,1.058
0.200,3.306,1.110
0.233,3.670,1.055
0.267,4.169,1.072
0.300,4.638,1.093
0.333,5.042,1.094
0.367,5.476,1.089
0.400,5.954,1.172
0.433,6.531,1.084
0.467,6.974,1.140
0.500,7.674,1.251
0.533,8.216,1.137
0.567,8.706,1.093
0.600,9.306,1.157
0.633,9.931,1.186
0.667,10.43,1.172
0.700,11.03,1.236
0.733,11.74,1.064
0.767,12.23,1.207
0.800,12.83,1.271
0.833,13.38,1.188
0.867,13.96,1.317
0.900,14.66,1.240
0.933,15.24,1.369
0.967,15.95,1.384
1.000,16.68,1.429
1.033,17.45,1.435
1.067,18.10,1.429
1.100,18.46,1.499
1.133,18.89,1.495
1.167,19.29,1.652
