,mass A,,
t,x,y,
0.000,0.173,2.028
0.033,0.408,1.985
0.067,0.986,2.033
0.100,1.569,2.216
0.133,2.175,2.093
0.167,2.680,2.008
0.200,3.530,2.080
0.233,4.068,1.959
0.267,4.984,1.995
0.300,5.666,2.107
0.333,6.203,1.952
0.367,7.012,1.822
0.400,7.526,1.974
0.433,8.302,1.879
0.467,9.090,2.123
0.500,9.773,2.268
0.533,10.61,2.002
0.567,11.30,2.181
0.600,12.28,2.113
0.633,13.25,1.909
0.667,14.13,1.946
0.700,14.74,1.959
0.733,15.80,1.990
0.767,16.31,2.040
0.800,16.81,2.022
0.833,17.67,2.195
0.867,18.14,2.111
0.900,19.02,2.182
