,mass A,,
t,x,y,
0.000,0.221,0.974
0.033,0.729,1.123
0.067,1.136,1.061
0.100,1.633,1.073
0.133,2.047,1.092
0.167,2.384,1.173
0.200,2.744,1.197
0.233,3.285,1.096
0.267,3.724,1.086
0.300,3.977,1.146
0.333,4.526,1.127
0.367,4.963,1.089
0.400,5.443,1.240
0.433,6.019,1.218
0.467,6.490,1.260
0.500,6.825,1.314
0.533,7.207,1.281
0.567,7.706,1.321
0.600,8.234,1.385
0.633,8.785,1.393
0.667,9.418,1.394
0.700,9.966,1.374
0.733,10.50,1.493
0.767,11.09,1.635
0.800,11.72,1.635
0.833,12.32,1.611
0.867,12.99,1.637
0.900,13.57,1.696
0.933,14.10,1.734
0.967,14.67,1.739
1.000,15.28,1.769
1.033,16.04,1.897
1.067,16.82,2.022
1.100,17.21,2.071
